Категория,Название товара,Цена,Ссылка
Видеокарты,MSI RTX 4070 Ti SUPER 16G VENTUS 2X WHITE 16 Гб,589990.0,https://kaspi.kz/shop/p/msi-rtx-4070-ti-super-16g-ventus-2x-white-16-gb-118287651/?c=351010000
Видеокарты,ASUS Phoenix GeForce GTX 1630 PH-GTX1630-4G 4 Гб,90990.0,https://kaspi.kz/shop/p/asus-phoenix-geforce-gtx-1630-ph-gtx1630-4g-4-gb-112579702/?c=351010000
Видеокарты,MSI GT 730 V2 4 Гб,44299.0,https://kaspi.kz/shop/p/msi-gt-730-v2-4-gb-128554127/?c=351010000
Видеокарты,Inno3D GT 710 N710-1SDV-E3BX 2 Гб,28990.0,https://kaspi.kz/shop/p/inno3d-gt-710-n710-1sdv-e3bx-2-gb-109477973/?c=351010000
Видеокарты,PNY GeForce RTX 4070 Ti 12 Гб,600000.0,https://kaspi.kz/shop/p/pny-geforce-rtx-4070-ti-12-gb-115397084/?c=351010000
Видеокарты,Palit GT730 2G 2GB,35000.0,https://kaspi.kz/shop/p/palit-gt730-2g-2gb-103219170/?c=351010000
Видеокарты,EVGA GeForce RTX 3080 Ti FTW3 Ultra Gaming 12G-P5-3967-KR 12 GB,800000.0,https://kaspi.kz/shop/p/evga-geforce-rtx-3080-ti-ftw3-ultra-gaming-12g-p5-3967-kr-12-gb-101830877/?c=351010000
Видеокарты,GIGABYTE Radeon RX 6700 XT GAMING OC 12G GV-R67XTGAMING OC-12GD 12Gb,480000.0,https://kaspi.kz/shop/p/gigabyte-radeon-rx-6700-xt-gaming-oc-12g-gv-r67xtgaming-oc-12gd-12gb-101269989/?c=351010000
Видеокарты,Palit GeForce GT730 NEAT7300HD46-2080H 2 Gb,30000.0,https://kaspi.kz/shop/p/palit-geforce-gt730-neat7300hd46-2080h-2-gb-6700844/?c=351010000
Видеокарты,EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper Gaming 12G-P5-4879-KL 12 ГБ,600000.0,https://kaspi.kz/shop/p/evga-geforce-rtx-3080-ftw3-ultra-hydro-copper-gaming-12g-p5-4879-kl-12-gb-109889544/?c=351010000
Видеокарты,MSI RTX 4060 Ti Gaming 16G 16 Гб,594990.0,https://kaspi.kz/shop/p/msi-rtx-4060-ti-gaming-16g-16-gb-121431358/?c=351010000
Видеокарты,Palit GeForce RTX 4080 SUPER JetStream OC 16 Гб,959990.0,https://kaspi.kz/shop/p/palit-geforce-rtx-4080-super-jetstream-oc-16-gb-116433197/?c=351010000
Видеокарты,Colorful iGame GeForce RTX 4070 Ultra W OC V2-V 12 Гб,479990.0,https://kaspi.kz/shop/p/colorful-igame-geforce-rtx-4070-ultra-w-oc-v2-v-12-gb-112675844/?c=351010000
Видеокарты,ASRock AMD Radeon RX 6900 XT OC Formula 16 ГБ,1101100.0,https://kaspi.kz/shop/p/asrock-amd-radeon-rx-6900-xt-oc-formula-16-gb-105518730/?c=351010000
Видеокарты,MSI GeForce RTX 4060 TI GAMING 8G 8 Гб,299990.0,https://kaspi.kz/shop/p/msi-geforce-rtx-4060-ti-gaming-8g-8-gb-128553193/?c=351010000
Видеокарты,AFOX GT 710 AF710-1024D3L8 1 Гб,30000.0,https://kaspi.kz/shop/p/afox-gt-710-af710-1024d3l8-1-gb-115895423/?c=351010000
Видеокарты,MAXSUN GeForce RTX 4070 iCraft OC 12 Гб,700000.0,https://kaspi.kz/shop/p/maxsun-geforce-rtx-4070-icraft-oc-12-gb-113186316/?c=351010000
Видеокарты,AFOX Radeon R9 370 AFR9370-4096D5H4 4 ГБ,81000.0,https://kaspi.kz/shop/p/afox-radeon-r9-370-afr9370-4096d5h4-4-gb-104178477/?c=351010000
Видеокарты,MSI RTX 4070 Ti SUPER 16G SHADOW 3X OC 16 Гб,662580.0,https://kaspi.kz/shop/p/msi-rtx-4070-ti-super-16g-shadow-3x-oc-16-gb-130325550/?c=351010000
Видеокарты,ASRock Radeon RX 6700 XT Phantom Gaming D OC 12GB,720990.0,https://kaspi.kz/shop/p/asrock-radeon-rx-6700-xt-phantom-gaming-d-oc-12gb-101583531/?c=351010000
Видеокарты,ASUS Radeon RX 6600 XT ROG STRIX Gaming OC ROG-STRIX-RX6600XT-O8G-GAMING 8GB,414500.0,https://kaspi.kz/shop/p/asus-radeon-rx-6600-xt-rog-strix-gaming-oc-rog-strix-rx6600xt-o8g-gaming-8gb-102663455/?c=351010000
Видеокарты,MSI GEFORCE RTX 4060 VENTUS 3X 8 Гб,263109.0,https://kaspi.kz/shop/p/msi-geforce-rtx-4060-ventus-3x-8-gb-118631437/?c=351010000
Видеокарты,ASUS RTX 4070 Dual OC Evo 12 Гб,391920.0,https://kaspi.kz/shop/p/asus-rtx-4070-dual-oc-evo-12-gb-121019033/?c=351010000
Видеокарты,ASUS DUAL-RTX4060-O8G-V2 8 Гб,218541.0,https://kaspi.kz/shop/p/asus-dual-rtx4060-o8g-v2-8-gb-130157487/?c=351010000
Видеокарты,AFOX GT 610 AF610-1024D3L7-V5 1 ГБ,28000.0,https://kaspi.kz/shop/p/afox-gt-610-af610-1024d3l7-v5-1-gb-105183765/?c=351010000
Видеокарты,ZOTAC Twin Edge ZT-D40720E-10M 12 Гб,411700.0,https://kaspi.kz/shop/p/zotac-twin-edge-zt-d40720e-10m-12-gb-116511581/?c=351010000
Видеокарты,GIGABYTE RTX 3070 GV-N3070VISION OC-8GD 8Gb,450000.0,https://kaspi.kz/shop/p/gigabyte-rtx-3070-gv-n3070vision-oc-8gd-8gb-100898693/?c=351010000
Видеокарты,GIGABYTE AORUS Radeon RX 6900 XT GV-R69XTAORUSX WB-16GD 16GB,540000.0,https://kaspi.kz/shop/p/gigabyte-aorus-radeon-rx-6900-xt-gv-r69xtaorusx-wb-16gd-16gb-102658375/?c=351010000
Видеокарты,GIGABYTE GeForce RTX 4070 Ti GAMING OC 12 ГБ,650000.0,https://kaspi.kz/shop/p/gigabyte-geforce-rtx-4070-ti-gaming-oc-12-gb-108375288/?c=351010000
Видеокарты,ASUS DUAL-RTX4060-O8G-WHITE 8 Гб,394990.0,https://kaspi.kz/shop/p/asus-dual-rtx4060-o8g-white-8-gb-114759485/?c=351010000
Видеокарты,GIGABYTE Gigabyte RTX 4080 Aorus Super Xtreme ICE 16 Гб,2499990.0,https://kaspi.kz/shop/p/gigabyte-gigabyte-rtx-4080-aorus-super-xtreme-ice-16-gb-120901864/?c=351010000
Видеокарты,ASUS Phoenix GeForce GTX 1630 4GB GDDR6 EVO 4 Гб,210990.0,https://kaspi.kz/shop/p/asus-phoenix-geforce-gtx-1630-4gb-gddr6-evo-4-gb-115909543/?c=351010000
Видеокарты,MAXSUN MS-RTX3060 TERMINATOR 12G S1 12 Гб,299990.0,https://kaspi.kz/shop/p/maxsun-ms-rtx3060-terminator-12g-s1-12-gb-124551514/?c=351010000
Видеокарты,Palit RTX3070 GAMEROCK 8G NE63070019P2-1040G 8GB,369990.0,https://kaspi.kz/shop/p/palit-rtx3070-gamerock-8g-ne63070019p2-1040g-8gb-103765842/?c=351010000
Видеокарты,Palit GeForce RTX 3050 STORMX V1 6 Гб,119485.0,https://kaspi.kz/shop/p/palit-geforce-rtx-3050-stormx-v1-6-gb-130941393/?c=351010000
Видеокарты,Palit GeForce GTX 1660 StormX NE51660018J9-165F 6Gb,239610.0,https://kaspi.kz/shop/p/palit-geforce-gtx-1660-stormx-ne51660018j9-165f-6gb-100017709/?c=351010000
Видеокарты,PNY NVIDIA Quadro T1000 8 ГБ,272291.0,https://kaspi.kz/shop/p/pny-nvidia-quadro-t1000-8-gb-104464302/?c=351010000
Видеокарты,ASUS DUAL-RTX4070-O12G-EVO 12 Гб,459809.0,https://kaspi.kz/shop/p/asus-dual-rtx4070-o12g-evo-12-gb-120316836/?c=351010000
Видеокарты,KFA2 GeForce RTX 3060 Ti X 8 Гб,499997.0,https://kaspi.kz/shop/p/kfa2-geforce-rtx-3060-ti-x-8-gb-111247516/?c=351010000
Видеокарты,PNY NVIDIA Quadro RTX A1000 PNY (VCNRTXA1000-SB) 8 Гб,281406.0,https://kaspi.kz/shop/p/pny-nvidia-quadro-rtx-a1000-pny-vcnrtxa1000-sb-8-gb-131973612/?c=351010000
Видеокарты,ASUS DUAL-RTX4070TIS-O16G 16 Гб,633570.0,https://kaspi.kz/shop/p/asus-dual-rtx4070tis-o16g-16-gb-120626785/?c=351010000
Видеокарты,ASUS TUF-RX7900XT-O20G-GAMING 20 ГБ,616078.0,https://kaspi.kz/shop/p/asus-tuf-rx7900xt-o20g-gaming-20-gb-110285089/?c=351010000
Видеокарты,NVIDIA Quadro P2200 5 ГБ,350000.0,https://kaspi.kz/shop/p/nvidia-quadro-p2200-5-gb-107655802/?c=351010000
Видеокарты,EVGA GeForce RTX 3070 Ti FTW3 ULTRA LHR 8GB,550000.0,https://kaspi.kz/shop/p/evga-geforce-rtx-3070-ti-ftw3-ultra-lhr-8gb-101823666/?c=351010000
Видеокарты,NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB,790000.0,https://kaspi.kz/shop/p/nvidia-geforce-rtx-3070-ti-founders-edition-8gb-103128803/?c=351010000
Видеокарты,ASUS Phoenix Radeon 550 PH-550-2G 2 ГБ,69990.0,https://kaspi.kz/shop/p/asus-phoenix-radeon-550-ph-550-2g-2-gb-108465817/?c=351010000
Видеокарты,PowerColor Hellhound RX 6600 AXRX 6600 8GBD6-3DHL 8 ГБ,309030.0,https://kaspi.kz/shop/p/powercolor-hellhound-rx-6600-axrx-6600-8gbd6-3dhl-8-gb-104203652/?c=351010000
Видеокарты,Sapphire PULSE RADEON RX 6800 XT GAMING OC 11304-03-20G 16 ГБ,505110.0,https://kaspi.kz/shop/p/sapphire-pulse-radeon-rx-6800-xt-gaming-oc-11304-03-20g-16-gb-105330721/?c=351010000
Видеокарты,MSI GeForce RTX 3050 AERO ITX 8G OCV1 8 Гб,151590.0,https://kaspi.kz/shop/p/msi-geforce-rtx-3050-aero-itx-8g-ocv1-8-gb-112056019/?c=351010000
Видеокарты,ASUS GeForce GT 730 GT730-SL-2GD5-BRK-E 2 ГБ,50990.0,https://kaspi.kz/shop/p/asus-geforce-gt-730-gt730-sl-2gd5-brk-e-2-gb-106365893/?c=351010000
Видеокарты,MSI GeForce GT 730 N730K-4GD3/OCV1 2 ГБ,49750.0,https://kaspi.kz/shop/p/msi-geforce-gt-730-n730k-4gd3-ocv1-2-gb-107135512/?c=351010000
Корпуса,PCcooler C3 B310 черный,13895.0,https://kaspi.kz/shop/p/pccooler-c3-b310-chernyi-116127496/?c=351010000
Корпуса,X-Game Dark Shadow черный,12380.0,https://kaspi.kz/shop/p/x-game-dark-shadow-chernyi-108203179/?c=351010000
Корпуса,PCcooler C3 B310 WH белый,15895.0,https://kaspi.kz/shop/p/pccooler-c3-b310-wh-belyi-116205402/?c=351010000
Корпуса,Deepcool CC560 черный,30300.0,https://kaspi.kz/shop/p/deepcool-cc560-chernyi-107222555/?c=351010000
Корпуса,DarkFlash DPX90 белый,33990.0,https://kaspi.kz/shop/p/darkflash-dpx90-belyi-121129700/?c=351010000
Корпуса,X-Game Dark Shadow черный,13780.0,https://kaspi.kz/shop/p/x-game-dark-shadow-chernyi-110303494/?c=351010000
Корпуса,DarkFlash DB330M черный,23990.0,https://kaspi.kz/shop/p/darkflash-db330m-chernyi-121127767/?c=351010000
Корпуса,DarkFlash DPX90 черный,33990.0,https://kaspi.kz/shop/p/darkflash-dpx90-chernyi-121129045/?c=351010000
Корпуса,2E GAMING HEXAGON G338 черный,24900.0,https://kaspi.kz/shop/p/2e-gaming-hexagon-g338-chernyi-112551384/?c=351010000
Корпуса,HuntKey GS400C черный,13500.0,https://kaspi.kz/shop/p/huntkey-gs400c-chernyi-128445243/?c=351010000
Корпуса,DarkFlash DRX90 белый,32990.0,https://kaspi.kz/shop/p/darkflash-drx90-belyi-121127291/?c=351010000
Корпуса,Deepcool CH370 белый,30489.0,https://kaspi.kz/shop/p/deepcool-ch370-belyi-106447627/?c=351010000
Корпуса,DarkFlash DK352 черный,24990.0,https://kaspi.kz/shop/p/darkflash-dk352-chernyi-109982487/?c=351010000
Корпуса,Wintek Star JX188-2 TG черный,24470.0,https://kaspi.kz/shop/p/wintek-star-jx188-2-tg-chernyi-100860371/?c=351010000
Корпуса,Delux Atom черный,15990.0,https://kaspi.kz/shop/p/delux-atom-chernyi-9800557/?c=351010000
Корпуса,Deepcool CC560 WH R-CC560-WHGAA4-G-1 белый,32390.0,https://kaspi.kz/shop/p/deepcool-cc560-wh-r-cc560-whgaa4-g-1-belyi-107237488/?c=351010000
Корпуса,X-Game Galaxy черный,9737.0,https://kaspi.kz/shop/p/x-game-galaxy-chernyi-100935224/?c=351010000
Корпуса,HuntKey HK320 черный,9285.0,https://kaspi.kz/shop/p/huntkey-hk320-chernyi-128585505/?c=351010000
Корпуса,Nexa NL6505 черный,7990.0,https://kaspi.kz/shop/p/nexa-nl6505-chernyi-128025749/?c=351010000
Корпуса,Code Union i902T черный,35000.0,https://kaspi.kz/shop/p/code-union-i902t-chernyi-118879492/?c=351010000
Корпуса,1STPLAYER B7-BK-4M3C4 черный,26490.0,https://kaspi.kz/shop/p/1stplayer-b7-bk-4m3c4-chernyi-116022559/?c=351010000
Корпуса,X-Game Megatron черный,17290.0,https://kaspi.kz/shop/p/x-game-megatron-chernyi-101230557/?c=351010000
Корпуса,Formula V Crystal Z8 FLOE Black черный,37416.0,https://kaspi.kz/shop/p/formula-v-crystal-z8-floe-black-chernyi-124078868/?c=351010000
Корпуса,X-Game XC-370-2 черный,8732.0,https://kaspi.kz/shop/p/x-game-xc-370-2-chernyi-103674932/?c=351010000
Корпуса,1STPLAYER MIKU Mi8-BK-3FBR1FBC1 черный,43472.0,https://kaspi.kz/shop/p/1stplayer-miku-mi8-bk-3fbr1fbc1-chernyi-122274756/?c=351010000
Корпуса,be quiet! Pure Base 500DX черный,53090.0,https://kaspi.kz/shop/p/be-quiet-pure-base-500dx-chernyi-101250606/?c=351010000
Корпуса,Deepcool CH370 черный,30899.0,https://kaspi.kz/shop/p/deepcool-ch370-chernyi-106447614/?c=351010000
Корпуса,PCcooler MA100 MESH BK черный,20900.0,https://kaspi.kz/shop/p/pccooler-ma100-mesh-bk-chernyi-114126902/?c=351010000
Корпуса,HuntKey HK360 черный,9800.0,https://kaspi.kz/shop/p/huntkey-hk360-chernyi-112048017/?c=351010000
Корпуса,Formula V Crystal Z5 черный,27411.0,https://kaspi.kz/shop/p/formula-v-crystal-z5-chernyi-119605543/?c=351010000
Корпуса,PCcooler C3 T500 ARGB BK черный,54403.0,https://kaspi.kz/shop/p/pccooler-c3-t500-argb-bk-chernyi-113817013/?c=351010000
Корпуса,COUGAR Duoface RGB CGR-5ZD1B-RGB черный,59990.0,https://kaspi.kz/shop/p/cougar-duoface-rgb-cgr-5zd1b-rgb-chernyi-106604657/?c=351010000
Корпуса,Deepcool CK560 белый,47875.0,https://kaspi.kz/shop/p/deepcool-ck560-belyi-105194678/?c=351010000
Корпуса,Zalman S2 TG черный,22020.0,https://kaspi.kz/shop/p/zalman-s2-tg-chernyi-102262410/?c=351010000
Корпуса,AeroCool CS-109 белый,19990.0,https://kaspi.kz/shop/p/aerocool-cs-109-belyi-104498895/?c=351010000
Корпуса,Zalman Z7 NEO черный,34208.0,https://kaspi.kz/shop/p/zalman-z7-neo-chernyi-100512830/?c=351010000
Корпуса,Formula V Crystal Z5 белый,28767.0,https://kaspi.kz/shop/p/formula-v-crystal-z5-belyi-119605589/?c=351010000
Корпуса,Pccoler C3 T500 ARGB WH белый,57230.0,https://kaspi.kz/shop/p/pccoler-c3-t500-argb-wh-belyi-113817023/?c=351010000
Корпуса,COUGAR Duoface Pro RGB CGR-5AD1B-RGB черный,51974.0,https://kaspi.kz/shop/p/cougar-duoface-pro-rgb-cgr-5ad1b-rgb-chernyi-112302736/?c=351010000
Корпуса,Formula Crystal Z9 Floe Black без Б/П черный,43347.0,https://kaspi.kz/shop/p/formula-crystal-z9-floe-black-bez-b-p-chernyi-129230172/?c=351010000
Корпуса,PCcooler LM300 ARGB BK черный,19700.0,https://kaspi.kz/shop/p/pccooler-lm300-argb-bk-chernyi-114126906/?c=351010000
Корпуса,LIAN LI O11 VISION серый,82310.0,https://kaspi.kz/shop/p/lian-li-o11-vision-seryi-119300149/?c=351010000
Корпуса,COUGAR Airface RGB белый,39933.0,https://kaspi.kz/shop/p/cougar-airface-rgb-belyi-109491617/?c=351010000
Корпуса,AeroCool Aero One Frost черный,43000.0,https://kaspi.kz/shop/p/aerocool-aero-one-frost-chernyi-101014484/?c=351010000
Корпуса,Zalman N5 TF черный,27179.0,https://kaspi.kz/shop/p/zalman-n5-tf-chernyi-101110493/?c=351010000
Корпуса,Cooler Master TD500 MESH V2 TD500V2-WGNN-S00 белый,50470.0,https://kaspi.kz/shop/p/cooler-master-td500-mesh-v2-td500v2-wgnn-s00-belyi-116053865/?c=351010000
Корпуса,ARDOR GAMING Rare M2 ARGB черный,39999.0,https://kaspi.kz/shop/p/ardor-gaming-rare-m2-argb-chernyi-112551390/?c=351010000
Корпуса,Deepcool Matrexx 55 MESH-ADD-RGB-4F черный,45990.0,https://kaspi.kz/shop/p/deepcool-matrexx-55-mesh-add-rgb-4f-chernyi-100860079/?c=351010000
Корпуса,Deepcool CG540 черный,37759.0,https://kaspi.kz/shop/p/deepcool-cg540-chernyi-103073930/?c=351010000
Корпуса,LIAN LI O11 Dynamic EVO RGB Black G99.O11DERGBX.00 черный,92174.0,https://kaspi.kz/shop/p/lian-li-o11-dynamic-evo-rgb-black-g99-o11dergbx-00-chernyi-121869100/?c=351010000
Корпуса,Formula V Crystal Z8 FLOE белый,38276.0,https://kaspi.kz/shop/p/formula-v-crystal-z8-floe-belyi-124078471/?c=351010000
Корпуса,DarkFlash DK151 черный,25000.0,https://kaspi.kz/shop/p/darkflash-dk151-chernyi-106844510/?c=351010000
Корпуса,PCcooler MA100 MESH WH белый,20900.0,https://kaspi.kz/shop/p/pccooler-ma100-mesh-wh-belyi-114126912/?c=351010000
Корпуса,Game Max RockStar 2 черный,31974.0,https://kaspi.kz/shop/p/game-max-rockstar-2-chernyi-100384651/?c=351010000
Корпуса,Zalman R2 черный,21980.0,https://kaspi.kz/shop/p/zalman-r2-chernyi-100944776/?c=351010000
Корпуса,FSP Group S110-B черный,13813.0,https://kaspi.kz/shop/p/fsp-group-s110-b-chernyi-129296441/?c=351010000
Корпуса,Aerocool Quantum Mesh V3 Mesh-G-BK-v3 черный,23990.0,https://kaspi.kz/shop/p/aerocool-quantum-mesh-v3-mesh-g-bk-v3-chernyi-103570576/?c=351010000
Корпуса,LIAN LI Lancool 205M Mesh G99.OE744MS.10 белый,35990.0,https://kaspi.kz/shop/p/lian-li-lancool-205m-mesh-g99-oe744ms-10-belyi-107659645/?c=351010000
Корпуса,AeroCool Falcon Falcon-G-BK-v1 черный,25177.0,https://kaspi.kz/shop/p/aerocool-falcon-falcon-g-bk-v1-chernyi-103570593/?c=351010000
Корпуса,Lite NL6519 черный,9490.0,https://kaspi.kz/shop/p/lite-nl6519-chernyi-124069572/?c=351010000
Корпуса,FSP Group CMT380B черный,35590.0,https://kaspi.kz/shop/p/fsp-group-cmt380b-chernyi-115152141/?c=351010000
Корпуса,COUGAR MX600 RGB 3857С90.0001 черный,66013.0,https://kaspi.kz/shop/p/cougar-mx600-rgb-3857s90-0001-chernyi-117764839/?c=351010000
Корпуса,Deepcool CH360 черный,36480.0,https://kaspi.kz/shop/p/deepcool-ch360-chernyi-117501007/?c=351010000
Корпуса,be quiet! Silent Base 802 Window черный,91264.0,https://kaspi.kz/shop/p/be-quiet-silent-base-802-window-chernyi-101718663/?c=351010000
Корпуса,LIAN LI Lancool 205M Mesh G99.OE744MX.10 черный,32644.0,https://kaspi.kz/shop/p/lian-li-lancool-205m-mesh-g99-oe744mx-10-chernyi-107659476/?c=351010000
Корпуса,Deepcool CK560 черный,48695.0,https://kaspi.kz/shop/p/deepcool-ck560-chernyi-105194698/?c=351010000
Корпуса,Game Max Draco XD черный,34990.0,https://kaspi.kz/shop/p/game-max-draco-xd-chernyi-9800692/?c=351010000
Корпуса,PCcooler C3D310 BK черный,14468.0,https://kaspi.kz/shop/p/pccooler-c3d310-bk-chernyi-129269766/?c=351010000
Корпуса,LIAN LI Lancool 216R-X черный,49576.0,https://kaspi.kz/shop/p/lian-li-lancool-216r-x-chernyi-113680646/?c=351010000
Корпуса,Game Max Contac COC WP розовый,25348.0,https://kaspi.kz/shop/p/game-max-contac-coc-wp-rozovyi-107489984/?c=351010000
Корпуса,Game Max Vista AW белый,52990.0,https://kaspi.kz/shop/p/game-max-vista-aw-belyi-114882984/?c=351010000
Корпуса,Corsair 4000D Airflow черный,45790.0,https://kaspi.kz/shop/p/corsair-4000d-airflow-chernyi-102105272/?c=351010000
Корпуса,PCcooler C3 D510 ARGB WH белый,30275.0,https://kaspi.kz/shop/p/pccooler-c3-d510-argb-wh-belyi-114888026/?c=351010000
Корпуса,ARDOR GAMING Rare Minicase MS2 BG черный,26814.0,https://kaspi.kz/shop/p/ardor-gaming-rare-minicase-ms2-bg-chernyi-112704159/?c=351010000
Корпуса,Game Max MoonLight FRGB WT черный,22898.0,https://kaspi.kz/shop/p/game-max-moonlight-frgb-wt-chernyi-114753066/?c=351010000
Корпуса,2E Gaming Turbo G2057B черный,24285.0,https://kaspi.kz/shop/p/2e-gaming-turbo-g2057b-chernyi-102246856/?c=351010000
Корпуса,1STPLAYER FireBase XP-G белый,24490.0,https://kaspi.kz/shop/p/1stplayer-firebase-xp-g-belyi-117049905/?c=351010000
Корпуса,AeroCool ACCS-PC19013.11 черный,17985.0,https://kaspi.kz/shop/p/aerocool-accs-pc19013-11-chernyi-120370279/?c=351010000
Корпуса,1STPLAYER Mi6-EV-BK черный,35000.0,https://kaspi.kz/shop/p/1stplayer-mi6-ev-bk-chernyi-115995614/?c=351010000
Корпуса,Deepcool CC360 ARGB белый,29348.0,https://kaspi.kz/shop/p/deepcool-cc360-argb-belyi-112624329/?c=351010000
Корпуса,COUGAR Duoface Pro RGB CGR-5AD1W-RGB белый,74990.0,https://kaspi.kz/shop/p/cougar-duoface-pro-rgb-cgr-5ad1w-rgb-belyi-116053824/?c=351010000
Корпуса,Chieftec GA-01B-M-OP (БЕЗ БП) черный,32788.0,https://kaspi.kz/shop/p/chieftec-ga-01b-m-op-bez-bp-chernyi-120017394/?c=351010000
Корпуса,1STPLAYER FireBase XP-G XP-G-WH-4F2WC3 WH белый,24290.0,https://kaspi.kz/shop/p/1stplayer-firebase-xp-g-xp-g-wh-4f2wc3-wh-belyi-115489372/?c=351010000
Корпуса,be quiet! Pure Base 500 Window черный,53990.0,https://kaspi.kz/shop/p/be-quiet-pure-base-500-window-chernyi-101204002/?c=351010000
Корпуса,Deepcool CC560 ARGB V2/R-CC560-BKTAA4-G-2 черный,39889.0,https://kaspi.kz/shop/p/deepcool-cc560-argb-v2-r-cc560-bktaa4-g-2-chernyi-119802248/?c=351010000
Корпуса,LIAN LI O11 Air Mini G99.O11AMX.00 черный,54875.0,https://kaspi.kz/shop/p/lian-li-o11-air-mini-g99-o11amx-00-chernyi-106241523/?c=351010000
Корпуса,Game Max HYPE белый,66952.0,https://kaspi.kz/shop/p/game-max-hype-belyi-114844189/?c=351010000
Корпуса,Zalman N5 OF черный,22333.0,https://kaspi.kz/shop/p/zalman-n5-of-chernyi-105906182/?c=351010000
Корпуса,NZXT CC-H51FW-R1 белый,55685.0,https://kaspi.kz/shop/p/nzxt-cc-h51fw-r1-belyi-122179349/?c=351010000
Корпуса,Xigmatek Aqua Ultra Air EN41907 черный,53760.0,https://kaspi.kz/shop/p/xigmatek-aqua-ultra-air-en41907-chernyi-115774061/?c=351010000
Корпуса,PCcooler Master ME200 Mesh белый,32872.0,https://kaspi.kz/shop/p/pccooler-master-me200-mesh-belyi-103868279/?c=351010000
Корпуса,NZXT H5 Flow RGB CC-H51FB-R1 черный,56595.0,https://kaspi.kz/shop/p/nzxt-h5-flow-rgb-cc-h51fb-r1-chernyi-122408470/?c=351010000
Корпуса,Wintek Skyline G46-W TG белый,19500.0,https://kaspi.kz/shop/p/wintek-skyline-g46-w-tg-belyi-113754830/?c=351010000
Корпуса,Game Max MoonLight FRGB черный,22289.0,https://kaspi.kz/shop/p/game-max-moonlight-frgb-chernyi-102322696/?c=351010000
Корпуса,Formula MANA черный,25800.0,https://kaspi.kz/shop/p/formula-mana-chernyi-118760875/?c=351010000
Корпуса,HuntKey GS450S черный,20580.0,https://kaspi.kz/shop/p/huntkey-gs450s-chernyi-130085854/?c=351010000
Корпуса,Kolink Observatory MX Glass белый,29100.0,https://kaspi.kz/shop/p/kolink-observatory-mx-glass-belyi-116266851/?c=351010000
Корпуса,Cold Case OPEN черный,15500.0,https://kaspi.kz/shop/p/cold-case-open-chernyi-114966465/?c=351010000
Корпуса,FSP Group M580-WA ARGB MidTower белый,56990.0,https://kaspi.kz/shop/p/fsp-group-m580-wa-argb-midtower-belyi-130772668/?c=351010000
Корпуса,Thermaltake View 200 TG Snow ARGB белый,33500.0,https://kaspi.kz/shop/p/thermaltake-view-200-tg-snow-argb-belyi-109970132/?c=351010000
Корпуса,DarkFlash C305 белый,42000.0,https://kaspi.kz/shop/p/darkflash-c305-belyi-113464931/?c=351010000
Корпуса,Zalman I3 NEO черный,50990.0,https://kaspi.kz/shop/p/zalman-i3-neo-chernyi-110381535/?c=351010000
Корпуса,Deepcool Matrexx 50 Mesh 4FS черный,35089.0,https://kaspi.kz/shop/p/deepcool-matrexx-50-mesh-4fs-chernyi-102562562/?c=351010000
Корпуса,PCcooler I100 PRO MESH GY серый,19190.0,https://kaspi.kz/shop/p/pccooler-i100-pro-mesh-gy-seryi-114126932/?c=351010000
Корпуса,Wintek Andromeda D531-W TG белый,28125.0,https://kaspi.kz/shop/p/wintek-andromeda-d531-w-tg-belyi-108358744/?c=351010000
Корпуса,Zalman Z10 Plus черный,48380.0,https://kaspi.kz/shop/p/zalman-z10-plus-chernyi-108324355/?c=351010000
Корпуса,ASUS TUF Gaming GT502 90DC0090-B09000 черный,84399.0,https://kaspi.kz/shop/p/asus-tuf-gaming-gt502-90dc0090-b09000-chernyi-108212647/?c=351010000
Корпуса,Game Max Destroyer TGB 6671BK черный,28700.0,https://kaspi.kz/shop/p/game-max-destroyer-tgb-6671bk-chernyi-113074973/?c=351010000
Корпуса,Code Union i935M черный,35000.0,https://kaspi.kz/shop/p/code-union-i935m-chernyi-118879426/?c=351010000
Корпуса,Game Max MoonLight FRGB MFG.G511 белый,22980.0,https://kaspi.kz/shop/p/game-max-moonlight-frgb-mfg-g511-belyi-112988959/?c=351010000
Корпуса,AeroCool Aero One Eclipse черный,47990.0,https://kaspi.kz/shop/p/aerocool-aero-one-eclipse-chernyi-100071321/?c=351010000
Корпуса,LIAN LI Lancool III RGB G99.LAN3RX.00 черный,91720.0,https://kaspi.kz/shop/p/lian-li-lancool-iii-rgb-g99-lan3rx-00-chernyi-106241442/?c=351010000
Корпуса,Wintek Shadow 701-B TG черный,21270.0,https://kaspi.kz/shop/p/wintek-shadow-701-b-tg-chernyi-120611892/?c=351010000
Корпуса,Wintek Shadow 701-W TG белый,22979.0,https://kaspi.kz/shop/p/wintek-shadow-701-w-tg-belyi-120611938/?c=351010000
Корпуса,1STPLAYER DK-3-BK DK-3-BK-1F5M-2F5S черный,18441.0,https://kaspi.kz/shop/p/1stplayer-dk-3-bk-dk-3-bk-1f5m-2f5s-chernyi-118167965/?c=351010000
Корпуса,Zalman S4 Plus черный,24664.0,https://kaspi.kz/shop/p/zalman-s4-plus-chernyi-100512801/?c=351010000
